Unique_ID,BANK_TYPE,COMPARISON_TYPE,BANK_NAME_ABBR,SNL_INSTITUTE_ID,YEAR_QUARTER,REG_COMPANY_NAME,REG_SNL_INSTN_KEY,REG_STATE,REG_LLR_TO_GROSS_LOAN,REG_RESV_TO_NPA,HIGH_RISK_RE_LOAN_TO_DOM_LOAN,REG_NCO_TO_AVG_LOAN,REG_LLP_TO_NCO,RESV_TO_ADJ_NPL,PD_NACCR_RESTRUCT_FRCLSD_TO_LOAN_FRCLSD,TOTAL_NCL_TO_LOAN,TOTAL_NCL_TO_ASSETS,TOTAL_NONCURRENT_ASSETS_TO_ASSETS,REG_LLR_TO_GROSS_LOAN,NCO_TO_AVG_LOAN_CU,NET_CREDIT_CARD_CHRG_OFF_TO_AVG_CREDIT_CARD_LOAN,OREO_TO_ASSETS_AQ,REG_EQUITY_RESV_TO_ASSETS,REG_NPL_TO_LOAN,NPA_TO_LOAN,LOAN_LEASES_HFS,TOTAL_LOAN_LEASES_EXCL_HFS,TOTAL_RESV,REG_TOTAL_ASSETS,TOTAL_DEP_INCL_DOM_FRGN,TOTAL_LOAN_LEASES_CHRG_OFF,LLR_LOAN_LOSS_RES_BEGIN_PERIOD,LLR_CHANGES_MERGERS,LLR_OTHER_ADJ,LLR_BAL_AT_END_PREV_YR,TOTAL_LOAN_LEASES_RECOV,LLR_TOTAL_CHRG_OFF_BHC,PROV_FOR_LOAN_LEASE_LOSS,LN_AND_LS_HFI_AMORT_COST_RE_CONST_LOAN,LN_AND_LS_HFI_AMORT_COST_COM_RE_LOAN,LN_AND_LS_HFI_AMORT_COST_RES_RE_LOAN,LN_AND_LS_HFI_AMORT_COST_COM_LOAN,LN_AND_LS_HFI_AMORT_COST_CREDIT_CARD,LN_AND_LS_HFI_AMORT_COST_OTHER_CONSUMER_LOAN,LN_AND_LS_HFI_AMORT_COST_TOTAL,LN_AND_LS_HFI_ALLOWANCE_RE_CONST_LOAN,LN_AND_LS_HFI_ALLOWANCE_COM_RE_LOAN,LN_AND_LS_HFI_ALLOWANCE_RES_RE_LOAN,LN_AND_LS_HFI_ALLOWANCE_COM_LOAN,LN_AND_LS_HFI_ALLOWANCE_CREDIT_CARD,LN_AND_LS_HFI_ALLOWANCE_OTHER_CONSUMER_LOAN,LN_AND_LS_HFI_ALLOWANCE_UNALLOCATED,LN_AND_LS_HFI_ALLOWANCE_TOTAL,latitude,longitude
100260-1991Q2,Peer,Close-Peer,FIFTH THIRD,FITB,1991Q2,Fifth Third Bancorp,100260,OH,,79.03,,0.77,123.83,,,,,,,,,,,,,0,5638319,88690,8296206,6388673,12763,86135,0,0,86135,2041,12763,13277,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-1991Q2,Non-Peer,Non-Peer,Goldman Sachs,4039450,1991Q2,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-1991Q2,Peer,Close-Peer,Huntington,100307,1991Q2,Huntington Bancshares Incorporated,100307,OH,,60.51,,0.71,117.56,,,,,,,,,,,,,0,7601602,123293,12279438,9378923,15612,120939,0,0,120939,2208,15612,15758,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-1991Q2,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,1991Q2,JPMorgan Chase & Co.,100201,NY,,36.74,,2.94,40.54,,,,,,,,,,,,,1607000,43946000,1868000,74130000,48904000,349000,2066000,0,0,2066000,16000,349000,135000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-1991Q2,Peer,Close-Peer,KEY,KEY,1991Q2,KeyCorp,100334,OH,,81.77,,0.95,85.55,,,,,,,,,,,,,43796,9725728,176627,15458655,11606920,30417,180002,0,0,180002,7058,30417,19984,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-1991Q2,Peer,Close-Peer,M&T BANK,MTB,1991Q2,M&T Bank Corporation,100253,NY,,117.96,,0.52,155.71,,,,,,,,,,,,,99358,6299571,89843,9638439,8070233,8888,79723,6000,0,85723,1493,8888,11515,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-1991Q2,Non-Peer,Non-Peer,Morgan Stanley,103042,1991Q2,Morgan Stanley,103042,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-1991Q2,Peer,Peer,PNC,PNC,1991Q2,"The PNC Financial Services Group, Inc.",100406,PA,,69.08,,1.37,108.43,,,,,,,,,,,,,462310,27120070,809916,43473570,31555458,105105,801855,0,0,801855,9512,105105,103654,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-1991Q2,Peer,Close-Peer,REGIONS,RF,1991Q2,Regions Financial Corporation,100233,AL,,116.4,,0.17,304.9,,,,,,,,,,,,,130784,4133413,51378,6353292,5533205,3836,47825,0,0,47825,2102,3836,5287,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-1991Q2,Non-Peer,Non-Peer,State Street,100447,1991Q2,State Street Corporation,100447,MA,,80.87,,2.49,115.06,,,,,,,,,,,,,0,2070085,54389,11730057,7593146,13611,52411,0,0,52411,476,13611,15113,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-1991Q2,Peer,Peer,USB,USB,1991Q2,U.S. Bancorp,4047176,MN,,92.04,,1.39,80.88,,,,,,,,,,,,,407768,12675446,347857,17018332,13291374,59804,349870,6591,0,356461,14799,59804,36401,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-1991Q2,Mega-Bank,Mega-Bank,Wells Fargo,100382,1991Q2,Wells Fargo & Company,100382,CA,,125.72,,1.56,114.93,,,,,,,,,,,,,2411300,20242300,595800,37072400,24592100,129200,435600,147200,0,582800,42100,129200,100100,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-1991Q2,Non-Peer,Peer,Zions,100501,1991Q2,"Zions Bancorporation, National Association",100501,UT,3.01,105.73,10.49,1.68,,146.27,,2.27,1.38,1.38,3.01,,,0.48,7.55,2.06,2.84,109168,1619053,51967,2827791,2178834,8630,,,,,1799,,4600,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-1991Q2,Mega-Bank,Mega-Bank,Bank of America,100369,1991Q2,Bank of America Corporation,100369,NC,,72.25,,1.11,120.46,,,,,,,,,,,,,0,37703205,762301,69124746,48789378,115715,741099,0,-3,741096,11946,115715,125002,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-1991Q3,Peer,Peer,BB&T / Truist Financial Corporation,TFC,1991Q3,Truist Financial Corporation,100438,NC,,60.93,,0.7,99.64,,,,,,,,,,,,,0,2366083,30080,3736341,3188524,4477,29245,850,0,30095,344,4477,4118,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-1991Q3,Non-Peer,Non-Peer,BNY Mellon,100144,1991Q3,The Bank of New York Mellon Corporation,100144,NY,,69.73,,3.42,56.1,,,,,,,,,,,,,0,29036065,1095045,40323579,30443644,260017,1213112,0,-8000,1205112,9013,260017,140817,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-1991Q3,Non-Peer,Non-Peer,Capital One,103239,1991Q3,Capital One Financial Corporation,103239,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-1991Q3,Mega-Bank,Mega-Bank,Citigroup,4041896,1991Q3,Citigroup Inc.,4041896,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-1991Q3,Peer,Peer,CITIZENS,1019881,1991Q3,"Citizens Financial Group, Inc.",1019881,RI,,57.53,,1.55,137.01,,,,,,,,,,,,,40893,2697567,42845,3972361,3142803,10492,39036,0,0,39036,200,10492,14101,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-1991Q3,Peer,Peer,COMERICA,100206,1991Q3,Comerica Incorporated,100206,TX,,88.65,,0.7,90.31,,,,,,,,,,,,,77945,8932148,119000,14343082,11372495,18964,120500,2,-6348,114154,3467,18964,13995,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-1991Q3,Peer,Close-Peer,FIFTH THIRD,FITB,1991Q3,Fifth Third Bancorp,100260,OH,,87.74,,0.87,111.6,,,,,,,,,,,,,5802,5783083,90378,8817197,6947677,13800,88690,298,0,88988,1819,13800,13371,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-1991Q3,Non-Peer,Non-Peer,Goldman Sachs,4039450,1991Q3,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-1991Q3,Peer,Close-Peer,Huntington,100307,1991Q3,Huntington Bancshares Incorporated,100307,OH,,60.39,,0.52,98.04,,,,,,,,,,,,,0,7695478,123254,12226080,9279339,12494,123293,153,0,123446,2701,12494,9601,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-1991Q3,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,1991Q3,JPMorgan Chase & Co.,100201,NY,,36.19,,1.34,95.39,,,,,,,,,,,,,45000,45017000,1861000,76884000,51349000,172000,1868000,0,0,1868000,20000,172000,145000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-1991Q3,Peer,Close-Peer,KEY,KEY,1991Q3,KeyCorp,100334,OH,,89.41,,0.9,85.16,,,,,,,,,,,,,40971,9601818,173414,15448132,11512256,27346,176627,0,0,176627,5694,27346,18439,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-1991Q3,Peer,Close-Peer,M&T BANK,MTB,1991Q3,M&T Bank Corporation,100253,NY,,105.38,,0.63,219.87,,,,,,,,,,,,,80834,6024791,101813,8805428,7655803,11398,89843,0,0,89843,1412,11398,21956,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-1991Q3,Non-Peer,Non-Peer,Morgan Stanley,103042,1991Q3,Morgan Stanley,103042,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-1991Q3,Peer,Peer,PNC,PNC,1991Q3,"The PNC Financial Services Group, Inc.",100406,PA,,70.89,,1.72,131.86,,,,,,,,,,,,,194997,25320976,823586,42440584,29785085,126141,809916,3000,-25308,787608,13219,126141,148900,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-1991Q3,Peer,Close-Peer,REGIONS,RF,1991Q3,Regions Financial Corporation,100233,AL,,144.04,,0.42,153.02,,,,,,,,,,,,,102889,4143432,53760,6513498,5706689,6434,51378,0,0,51378,1941,6434,6875,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-1991Q3,Non-Peer,Non-Peer,State Street,100447,1991Q3,State Street Corporation,100447,MA,,92.74,,2.17,131.76,,,,,,,,,,,,,5178,2038075,57940,13326397,8028861,11458,54389,0,0,54389,278,11458,14731,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-1991Q3,Peer,Peer,USB,USB,1991Q3,U.S. Bancorp,4047176,MN,,96.38,,1.37,94.82,,,,,,,,,,,,,406233,12834687,351183,17877752,14065673,53436,347857,5636,0,353493,8876,53436,42250,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-1991Q3,Mega-Bank,Mega-Bank,Wells Fargo,100382,1991Q3,Wells Fargo & Company,100382,CA,,144.45,,1.36,107.54,,,,,,,,,,,,,2475200,19783800,601500,37719600,24435300,102600,595800,0,0,595800,27000,102600,81300,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-1991Q3,Non-Peer,Peer,Zions,100501,1991Q3,"Zions Bancorporation, National Association",100501,UT,3.09,105.67,10.88,0.72,,146.71,,2.38,1.43,1.43,3.09,,,0.49,7.46,2.11,2.93,132648,1646460,54998,2953293,2249089,4149,,,,,1180,,6000,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-1991Q3,Mega-Bank,Mega-Bank,Bank of America,100369,1991Q3,Bank of America Corporation,100369,NC,,72.23,,0.91,145.24,,,,,,,,,,,,,133272,37946752,801271,70152476,50920497,100455,762301,0,0,762301,14393,100455,124999,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-1991Q4,Peer,Peer,BB&T / Truist Financial Corporation,TFC,1991Q4,Truist Financial Corporation,100438,NC,1.27,71.05,30.23,0.63,111.22,170.65,1.87,0.84,0.54,0.54,1.27,,,0.67,7.13,0.75,1.79,6897,2389827,30501,3729699,3220963,4558,30080,0,0,30080,807,4558,4172,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-1991Q4,Non-Peer,Non-Peer,BNY Mellon,100144,1991Q4,The Bank of New York Mellon Corporation,100144,NY,3.6,74.43,8.17,3.07,60.78,92.82,5.59,4.66,3.31,3.31,3.6,,,0.68,9.92,3.88,4.84,0,27996219,1008022,39426145,28974227,231845,1095045,0,0,1095045,10671,231845,134433,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-1991Q4,Non-Peer,Non-Peer,Capital One,103239,1991Q4,Capital One Financial Corporation,103239,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-1991Q4,Mega-Bank,Mega-Bank,Citigroup,4041896,1991Q4,Citigroup Inc.,4041896,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-1991Q4,Peer,Peer,CITIZENS,1019881,1991Q4,"Citizens Financial Group, Inc.",1019881,RI,1.47,52.97,18.81,1.61,71.34,72.91,3.38,2.57,1.77,1.77,1.47,,,0.52,9.12,2.02,2.78,70425,2658259,40222,3961400,3250429,11355,42845,476,0,43321,542,11355,7714,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-1991Q4,Peer,Peer,COMERICA,100206,1991Q4,Comerica Incorporated,100206,TX,1.31,89.51,14.82,0.7,115.04,105.71,1.8,1.58,1.02,1.02,1.31,,,0.14,8.09,1.24,1.46,159366,9228796,123000,14529831,11438893,18643,119000,1644,0,120644,2989,18643,18009,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-1991Q4,Peer,Close-Peer,FIFTH THIRD,FITB,1991Q4,Fifth Third Bancorp,100260,OH,1.56,84.04,14.32,1.03,99.63,137.07,2.15,1.61,1.06,1.06,1.56,,,0.36,11,1.13,1.85,0,5808433,90324,8819126,6643049,16961,90378,-298,299,90379,1933,16961,14973,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-1991Q4,Non-Peer,Non-Peer,Goldman Sachs,4039450,1991Q4,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-1991Q4,Peer,Close-Peer,Huntington,100307,1991Q4,Huntington Bancshares Incorporated,100307,OH,1.61,54.61,21.54,0.71,102.49,93.58,3.31,2.07,1.29,1.29,1.61,,,0.76,7.92,1.72,2.95,0,7682219,123614,12332576,9510761,16109,123254,-153,173,123274,2427,16109,14022,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-1991Q4,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,1991Q4,JPMorgan Chase & Co.,100201,NY,3.89,41.57,13.8,7.87,55.96,51.9,9.58,5.98,3.63,3.63,3.89,,,1.06,7.6,7.49,9.35,55000,84182000,3275000,138930000,92951000,1785000,1861000,-14000,-144000,1703000,123000,1785000,930000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-1991Q4,Peer,Close-Peer,KEY,KEY,1991Q4,KeyCorp,100334,OH,1.73,88.39,18.18,1.14,77.83,110.31,2.11,1.75,1.1,1.11,1.73,,,0.23,8.33,1.57,1.96,72044,9581036,167358,15417955,11537830,34772,173414,0,0,173414,7456,34772,21260,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-1991Q4,Peer,Close-Peer,M&T BANK,MTB,1991Q4,M&T Bank Corporation,100253,NY,1.66,118.49,36.98,1.36,92.54,135.89,1.64,1.48,0.97,0.98,1.66,,,0.11,6.94,1.22,1.4,82662,5963788,100265,9171066,7474324,21446,101813,0,0,101813,698,21446,19200,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-1991Q4,Non-Peer,Non-Peer,Morgan Stanley,103042,1991Q4,Morgan Stanley,103042,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-1991Q4,Peer,Peer,PNC,PNC,1991Q4,"The PNC Financial Services Group, Inc.",100406,PA,3.09,75.55,13.57,1.59,73.12,105.94,4.55,3.4,1.94,1.94,3.09,,,0.65,9.1,2.92,4.1,329494,25432614,796983,45192889,30024169,109545,823586,0,0,823586,10566,109545,72376,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-1991Q4,Peer,Close-Peer,REGIONS,RF,1991Q4,Regions Financial Corporation,100233,AL,1.24,140.15,19.73,0.65,114.58,205.61,0.99,0.69,0.45,0.45,1.24,,,0.18,9.28,0.6,0.89,120637,4284981,54769,6762679,5934111,8301,53760,0,0,53760,1381,8301,7929,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-1991Q4,Non-Peer,Non-Peer,State Street,100447,1991Q4,State Street Corporation,100447,MA,3.46,116.98,7.2,1.3,217.18,160.87,2.96,2.18,0.28,0.28,3.46,,,0.1,5.86,2.15,2.96,0,1905315,65888,15046301,8731361,8521,57940,0,0,57940,1738,8521,14731,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-1991Q4,Peer,Peer,USB,USB,1991Q4,U.S. Bancorp,4047176,MN,2.62,102.31,9.86,1.38,86.38,146.11,2.75,2.08,1.5,1.55,2.62,,,0.49,10.25,1.8,2.57,442434,12709849,345193,18301014,14479352,64734,351183,161,0,351344,19583,64734,39000,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-1991Q4,Mega-Bank,Mega-Bank,Wells Fargo,100382,1991Q4,Wells Fargo & Company,100382,CA,2.63,163.63,13.21,1.17,93.84,225.87,1.9,1.45,0.86,0.86,2.63,,,0.26,8.29,1.17,1.61,3181600,19660700,601500,38501600,25438900,93700,601500,4000,0,605500,28800,93700,60900,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-1991Q4,Non-Peer,Peer,Zions,100501,1991Q4,"Zions Bancorporation, National Association",100501,UT,2.85,147.56,11.3,2.23,,208.82,2.18,1.51,0.85,0.85,2.85,,,0.32,6.97,1.37,1.93,153782,1633321,50980,3179981,2315623,11064,,,,,2046,,5000,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-1991Q4,Mega-Bank,Mega-Bank,Bank of America,100369,1991Q4,Bank of America Corporation,100369,NC,2.3,57.5,21.12,5.9,114.2,81.83,4.25,3.14,1.98,1.98,2.3,,,0.73,7.35,2.82,4.01,585096,69064989,1604926,110567384,88212867,1107117,801271,651650,4834,1457755,71683,1107117,1182418,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-1992Q1,Peer,Peer,BB&T / Truist Financial Corporation,TFC,1992Q1,Truist Financial Corporation,100438,NC,,80.66,,0.63,103.87,,,,,,,,,,,,,11154,2603009,32952,4294559,3455313,4397,30501,2300,0,32801,498,4397,4050,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-1992Q1,Non-Peer,Non-Peer,BNY Mellon,100144,1992Q1,The Bank of New York Mellon Corporation,100144,NY,,77.6,,2.18,84.32,,,,,,,,,,,,,0,27746715,983602,40148701,29244574,176813,1008022,0,0,1008022,20790,176813,131557,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-1992Q1,Non-Peer,Non-Peer,Capital One,103239,1992Q1,Capital One Financial Corporation,103239,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-1992Q1,Mega-Bank,Mega-Bank,Citigroup,4041896,1992Q1,Citigroup Inc.,4041896,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-1992Q1,Peer,Peer,CITIZENS,1019881,1992Q1,"Citizens Financial Group, Inc.",1019881,RI,,48.94,,0.96,107.58,,,,,,,,,,,,,99486,2610458,40693,4106739,3272171,8695,40222,-22,0,40200,2188,8695,7000,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-1992Q1,Peer,Peer,COMERICA,100206,1992Q1,Comerica Incorporated,100206,TX,,89.3,,0.7,107.15,,,,,,,,,,,,,226913,9253422,125000,14197197,11300231,18910,123000,846,0,123846,2767,18910,17297,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-1992Q1,Peer,Close-Peer,FIFTH THIRD,FITB,1992Q1,Fifth Third Bancorp,100260,OH,,104.91,,0.82,134.74,,,,,,,,,,,,,2729,6225231,96957,9103878,6927402,14178,90324,2462,0,92786,2171,14178,16178,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-1992Q1,Non-Peer,Non-Peer,Goldman Sachs,4039450,1992Q1,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-1992Q1,Peer,Close-Peer,Huntington,100307,1992Q1,Huntington Bancshares Incorporated,100307,OH,,56.82,,0.68,129.96,,,,,,,,,,,,,704758,7753910,127536,12785691,9823993,15610,123614,0,0,123614,2518,15610,17014,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-1992Q1,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,1992Q1,JPMorgan Chase & Co.,100201,NY,,41.14,,1.82,99.73,,,,,,,,,,,,,85000,82761000,3274000,136171000,92762000,413000,3109000,0,0,3109000,37000,413000,375000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-1992Q1,Peer,Close-Peer,KEY,KEY,1992Q1,KeyCorp,100334,OH,,76.8,,1.11,78.26,,,,,,,,,,,,,201470,16572561,515811,24465911,19126269,58788,167358,358558,0,525916,12303,58788,36380,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-1992Q1,Peer,Close-Peer,M&T BANK,MTB,1992Q1,M&T Bank Corporation,100253,NY,,123.85,,0.5,236.62,,,,,,,,,,,,,129665,5841995,110495,9018734,7165841,9066,100265,0,0,100265,1578,9066,17718,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-1992Q1,Non-Peer,Non-Peer,Morgan Stanley,103042,1992Q1,Morgan Stanley,103042,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-1992Q1,Peer,Peer,PNC,PNC,1992Q1,"The PNC Financial Services Group, Inc.",100406,PA,,81.18,,1.51,97.4,,,,,,,,,,,,,415271,24793843,794922,44381875,29164533,108271,796983,354,0,797337,15436,108271,90420,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-1992Q1,Peer,Close-Peer,REGIONS,RF,1992Q1,Regions Financial Corporation,100233,AL,,132.3,,0.21,276.24,,,,,,,,,,,,,207171,4269503,58849,7150770,6246270,4470,54769,0,0,54769,2155,4470,6395,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-1992Q1,Non-Peer,Non-Peer,State Street,100447,1992Q1,State Street Corporation,100447,MA,,113.83,,0.9,131.32,,,,,,,,,,,,,0,1875000,67296,15451170,9735787,5530,65888,0,0,65888,1035,5530,5903,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-1992Q1,Peer,Peer,USB,USB,1992Q1,U.S. Bancorp,4047176,MN,,107.28,,1.33,86.05,,,,,,,,,,,,,646000,12581000,339000,18025000,14385000,53600,345000,0,0,345000,10600,53600,37000,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-1992Q1,Mega-Bank,Mega-Bank,Wells Fargo,100382,1992Q1,Wells Fargo & Company,100382,CA,,215.92,,0.75,111.11,,,,,,,,,,,,,3385700,19526800,613000,41217100,26129800,68200,608100,200,0,608300,25900,68200,47000,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-1992Q1,Non-Peer,Peer,Zions,100501,1992Q1,"Zions Bancorporation, National Association",100501,UT,2.73,161.25,15.58,1.13,,222.31,,1.3,0.78,0.78,2.73,,,0.28,7.37,1.23,1.7,190153,1630521,49779,3008561,2304009,6418,,,,,1617,,3600,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-1992Q1,Mega-Bank,Mega-Bank,Bank of America,100369,1992Q1,Bank of America Corporation,100369,NC,,62.55,,1.24,124.01,,,,,,,,,,,,,797412,68262985,1656108,112985242,84912987,258796,1604926,0,0,1604926,45500,258796,264499,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-1992Q2,Peer,Peer,BB&T / Truist Financial Corporation,TFC,1992Q2,Truist Financial Corporation,100438,NC,,90.1,,0.44,120.5,,,,,,,,,,,,,4250,2693676,34100,4419744,3577244,3479,32952,550,0,33502,562,3479,3515,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-1992Q2,Non-Peer,Non-Peer,BNY Mellon,100144,1992Q2,The Bank of New York Mellon Corporation,100144,NY,,89.65,,1.72,88.33,,,,,,,,,,,,,0,27471402,969705,41337121,29582457,176454,983602,0,0,983602,56722,176454,105760,,,,,,,,,,,,,,,,43.299428,-74.217933
103239-1992Q2,Non-Peer,Non-Peer,Capital One,103239,1992Q2,Capital One Financial Corporation,103239,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.431573,-78.656894
4041896-1992Q2,Mega-Bank,Mega-Bank,Citigroup,4041896,1992Q2,Citigroup Inc.,4041896,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
1019881-1992Q2,Peer,Peer,CITIZENS,1019881,1992Q2,"Citizens Financial Group, Inc.",1019881,RI,,50.5,,0.88,110.41,,,,,,,,,,,,,85359,2581053,41326,4451469,3443796,6428,40693,20,0,40713,541,6428,6500,,,,,,,,,,,,,,,,41.580095,-71.477429
100206-1992Q2,Peer,Peer,COMERICA,100206,1992Q2,Comerica Incorporated,100206,TX,,103.3,,0.8,124.66,,,,,,,,,,,,,173687,17278512,277053,26810501,20643093,40548,125000,0,143536,268536,6012,40548,43053,,,,,,,,,,,,,,,,31.968599,-99.901813
100260-1992Q2,Peer,Close-Peer,FIFTH THIRD,FITB,1992Q2,Fifth Third Bancorp,100260,OH,,126.81,,0.67,151,,,,,,,,,,,,,2179,6628087,102489,9516872,7130694,13129,96957,0,0,96957,2282,13129,16379,,,,,,,,,,,,,,,,40.417287,-82.907123
4039450-1992Q2,Non-Peer,Non-Peer,Goldman Sachs,4039450,1992Q2,"The Goldman Sachs Group, Inc.",4039450,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299428,-74.217933
100307-1992Q2,Peer,Close-Peer,Huntington,100307,1992Q2,Huntington Bancshares Incorporated,100307,OH,,77.38,,0.9,126.35,,,,,,,,,,,,,476969,7936082,132180,12682016,9794829,20905,127536,0,0,127536,3281,20905,22268,,,,,,,,,,,,,,,,40.417287,-82.907123
100201-1992Q2,Mega-Bank,Mega-Bank,JP Morgan Chase,100201,1992Q2,JPMorgan Chase & Co.,100201,NY,,33.94,,1.93,86.47,,,,,,,,,,,,,0,84953000,3220000,142405000,92787000,434000,3108000,0,0,3108000,35000,434000,345000,,,,,,,,,,,,,,,,43.299428,-74.217933
100334-1992Q2,Peer,Close-Peer,KEY,KEY,1992Q2,KeyCorp,100334,OH,,78.28,,0.94,118.96,,,,,,,,,,,,,0,15867591,523142,23650224,17769257,55011,515811,0,0,515811,16342,55011,46000,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-1992Q2,Peer,Close-Peer,M&T BANK,MTB,1992Q2,M&T Bank Corporation,100253,NY,,130.86,,0.45,348.3,,,,,,,,,,,,,79148,6041623,127695,8751677,7133111,7924,110495,0,0,110495,997,7924,24127,,,,,,,,,,,,,,,,43.299428,-74.217933
